max_depth,max_features,min_samples_split,n_estimators,cv_mae_mean,cv_mae_std,cv_rmse_mean,cv_rmse_std,cv_r2_mean,cv_r2_std
,1.0,2,500,0.014432730524318326,0.0016213039783835501,0.025625367405170064,0.003960916431759315,0.9432875056530092,0.015684165713243485
