Model,max_depth,max_features,min_samples_split,n_estimators,MAE,RMSE,R2,OOB_R2,CV_R2_mean,CV_R2_std
Random Forest (hazard-integrated),,1.0,2,500,0.011961285584908266,0.022521423322074706,0.9634666315052178,0.9548174736971631,0.9492674012310871,0.005562251687876518
